"ISSN","Título","Área de Avaliação","Estrato"
"2095-7564","JOURNAL OF TRAFFIC AND TRANSPORTATION ENGINEERING","ENGENHARIAS I                                     ","A2"
"2214-1405","JOURNAL OF TRANSPORT & HEALTH","ENGENHARIAS I                                     ","A2"
"0966-6923","JOURNAL OF TRANSPORT GEOGRAPHY","ENGENHARIAS I                                     ","A1"
"0733-947X","JOURNAL OF TRANSPORTATION ENGINEERING","ENGENHARIAS I                                     ","A3"
"2473-2907","JOURNAL OF TRANSPORTATION ENGINEERING, PART A: SYSTEMS","ENGENHARIAS I                                     ","A4"
"2573-5438","JOURNAL OF TRANSPORTATION ENGINEERING, PART B: PAVEMENTS","ENGENHARIAS I                                     ","B2"
"1468-5248","JOURNAL OF TURBULENCE","ENGENHARIAS I                                     ","A2"
"0735-2166","JOURNAL OF URBAN AFFAIRS","ENGENHARIAS I                                     ","A3"
"1982-3932","JOURNAL OF URBAN AND ENVIRONMENTAL ENGINEERING (UFPB)","ENGENHARIAS I                                     ","B1"
"0733-9488","JOURNAL OF URBAN PLANNING AND DEVELOPMENT","ENGENHARIAS I                                     ","A2"
"2675-780X","JOURNAL OF URBAN TECHNOLOGY AND SUSTAINABILITY","ENGENHARIAS I                                     ","C"
"1048-9002","JOURNAL OF VIBRATION AND ACOUSTICS","ENGENHARIAS I                                     ","A2"
"2523-3939","JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES","ENGENHARIAS I                                     ","B2"
"2321-3558","JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES","ENGENHARIAS I                                     ","B1"
"0892-1997","JOURNAL OF VOICE","ENGENHARIAS I                                     ","A2"
"2641-8827","JOURNAL OF WASTE MANAGEMENT AND DISPOSAL","ENGENHARIAS I                                     ","C"
"2040-2244","JOURNAL OF WATER AND CLIMATE CHANGE","ENGENHARIAS I                                     ","A4"
"1477-8920","JOURNAL OF WATER AND HEALTH","ENGENHARIAS I                                     ","A3"
"1063-455X","JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY","ENGENHARIAS I                                     ","B4"
"2292-6062","JOURNAL OF WATER MANAGEMENT MODELING","ENGENHARIAS I                                     ","B3"
"2214-7144","JOURNAL OF WATER PROCESS ENGINEERING","ENGENHARIAS I                                     ","A2"
"1945-3094","JOURNAL OF WATER RESOURCE AND PROTECTION","ENGENHARIAS I                                     ","B1"
"1945-3108","JOURNAL OF WATER RESOURCE AND PROTECTION","ENGENHARIAS I                                     ","B1"
"0733-9496","JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT","ENGENHARIAS I                                     ","A1"
"2043-9083","JOURNAL OF WATER, SANITATION AND HYGIENE FOR DEVELOPMENT","ENGENHARIAS I                                     ","A4"
"0733-950X","JOURNAL OF WATERWAY, PORT, COASTAL, AND OCEAN ENGINEERING","ENGENHARIAS I                                     ","A2"
"0167-6105","JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS (PRINT)","ENGENHARIAS I                                     ","A2"
"0277-3813","JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY","ENGENHARIAS I                                     ","A1"
"1028-365X","JOURNAL OFTHE INTERNATIONAL ASSOCIATION FOR SHELL AND SPATIAL STRUCTURES","ENGENHARIAS I                                     ","B1"
"2447-5033","JOURNAL ON ADVANCES IN THEORETICAL AND APPLIED INFORMATICS","ENGENHARIAS I                                     ","C"
"2179-3565","JOURNAL ON INNOVATION AND SUSTAINABILITY","ENGENHARIAS I                                     ","B1"
"1662-9795","KEY ENGINEERING MATERIALS (ONLINE)","ENGENHARIAS I                                     ","B2"
"2518-6841","KNE ENGINEERING","ENGENHARIAS I                                     ","B2"
"1976-3808","KSCE JOURNAL OF CIVIL ENGINEERING","ENGENHARIAS I                                     ","A4"
"1226-7988","KSCE JOURNAL OF CIVIL ENGINEERING (SEOUL. PRINT)","ENGENHARIAS I                                     ","A4"
"2176-8846","LABOR & ENGENHO","ENGENHARIAS I                                     ","A3"
"1040-2381","LAKE AND RESERVOIR MANAGEMENT","ENGENHARIAS I                                     ","B2"
"1320-5331","LAKES AND RESERVOIRS:  RESEARCH AND MANAGEMENT","ENGENHARIAS I                                     ","B2"
"1099-145X","LAND DEGRADATION & DEVELOPMENT","ENGENHARIAS I                                     ","A1"
"1085-3278","LAND DEGRADATION & DEVELOPMENT (PRINT)","ENGENHARIAS I                                     ","A1"
"0264-8377","LAND USE POLICY","ENGENHARIAS I                                     ","A1"
"0169-2046","LANDSCAPE AND URBAN PLANNING","ENGENHARIAS I                                     ","A1"
"1612-510X","LANDSLIDES (BERLIN. PRINT)","ENGENHARIAS I                                     ","A1"
"1520-5827","LANGMUIR","ENGENHARIAS I                                     ","A2"
"0327-0793","LATIN AMERICAN APPLIED RESEARCH","ENGENHARIAS I                                     ","B4"
"1097-8526","LATIN AMERICAN BUSINESS REVIEW (BINGHAMTON, N.Y.)","ENGENHARIAS I                                     ","A4"
"0718-560X","LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH","ENGENHARIAS I                                     ","B2"
"2178-4833","LATIN AMERICAN JOURNAL OF BUSINESS MANEGEMENT","ENGENHARIAS I                                     ","B2"
"2674-9297","LATIN AMERICAN JOURNAL OF DEVELOPMENT","ENGENHARIAS I                                     ","C"
"2358-2286","LATIN AMERICAN JOURNAL OF ENERGY RESEARCH","ENGENHARIAS I                                     ","B2"
"2052-0344","LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT","ENGENHARIAS I                                     ","B1"
"1679-7825","LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES","ENGENHARIAS I                                     ","A3"
"1679-7817","LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES (IMPRESSO)","ENGENHARIAS I                                     ","A3"
"0023-6438","LEBENSMITTEL-WISSENSCHAFT + TECHNOLOGIE / FOOD SCIENCE + TECHNOLOGY","ENGENHARIAS I                                     ","A1"
"2366-2565","LECTURE NOTES IN CIVIL ENGINEERING (ONLINE)","ENGENHARIAS I                                     ","B4"
"0717-0165","LIDER (OSORNO)","ENGENHARIAS I                                     ","A1"
"0024-3205","LIFE SCIENCES (1973)","ENGENHARIAS I                                     ","A1"
"0213-8409","LIMNÉTICA (MADRID)","ENGENHARIAS I                                     ","B2"
"0075-9511","LIMNOLOGICA (JENA)","ENGENHARIAS I                                     ","A3"
"0024-3590","LIMNOLOGY AND OCEANOGRAPHY","ENGENHARIAS I                                     ","A1"
"1539-607X","LIMNOLOGY AND OCEANOGRAPHY BULLETIN","ENGENHARIAS I                                     ","B1"
"1541-5856","LIMNOLOGY AND OCEANOGRAPHY, METHODS","ENGENHARIAS I                                     ","A2"
"1439-8621","LIMNOLOGY (TOKYO. PRINT)","ENGENHARIAS I                                     ","A3"
"2358-8411","LINKSCIENCEPLACE","ENGENHARIAS I                                     ","B3"
"1981-6804","LOCUS CIENTÍFICO (ANPROTEC. ONLINE)","ENGENHARIAS I                                     ","C"
"2305-6290","LOGISTICS","ENGENHARIAS I                                     ","A3"
"2631-8482","LONDON JOURNAL OF ENGINEERING RESEARCH","ENGENHARIAS I                                     ","B4"
"1521-3900","MACROMOLECULAR SYMPOSIA","ENGENHARIAS I                                     ","B2"
"1022-1360","MACROMOLECULAR SYMPOSIA","ENGENHARIAS I                                     ","B2"
"0718-221X","MADERAS. CIENCIA Y TECNOLOGÍA (EN LÍNEA)","ENGENHARIAS I                                     ","A3"
"0717-3644","MADERAS. CIENCIA Y TECNOLOGÍA (IMPRESA)","ENGENHARIAS I                                     ","A3"
"2071-0305","MAGAZINE OF CIVIL ENGINEERING","ENGENHARIAS I                                     ","A2"
"0024-9831","MAGAZINE OF CONCRETE RESEARCH","ENGENHARIAS I                                     ","A2"
"1751-763X","MAGAZINE OF CONCRETE RESEARCH (ONLINE)","ENGENHARIAS I                                     ","A2"
"0025-1747","MANAGEMENT DECISION","ENGENHARIAS I                                     ","A1"
"1989-8649","MANAGEMENT OF BIOLOGICAL INVASIONS","ENGENHARIAS I                                     ","A2"
"1477-7835","MANAGEMENT OF ENVIRONMENTAL QUALITY","ENGENHARIAS I                                     ","A2"
"1323-1650","MARINE AND FRESHWATER RESEARCH","ENGENHARIAS I                                     ","A2"
"0264-8172","MARINE AND PETROLEUM GEOLOGY","ENGENHARIAS I                                     ","A1"
"0141-1136","MARINE ENVIRONMENTAL RESEARCH","ENGENHARIAS I                                     ","A1"
"0149-0419","MARINE GEODESY","ENGENHARIAS I                                     ","B1"
"1064-119X","MARINE GEORESOURCES & GEOTECHNOLOGY","ENGENHARIAS I                                     ","A3"
"0025-326X","MARINE POLLUTION BULLETIN.","ENGENHARIAS I                                     ","A1"
"0951-8339","MARINE STRUCTURES","ENGENHARIAS I                                     ","A1"
"1679-396X","MARINE SYSTEMS & OCEAN TECHNOLOGY","ENGENHARIAS I                                     ","B2"
"1741-7597","MARITIME ENGINEERING","ENGENHARIAS I                                     ","A3"
"0950-2289","MASONRY INTERNATIONAL","ENGENHARIAS I                                     ","B2"
"2261-236X","MATEC WEB OF CONFERENCES","ENGENHARIAS I                                     ","C"
"1517-7076","MATÉRIA (UFRJ)","ENGENHARIAS I                                     ","B1"
"2574-9927","MATERIAL SCIENCE & ENGINEERING INTERNATIONAL JOURNAL","ENGENHARIAS I                                     ","B4"
"2531-0739","MATERIALES COMPUESTOS","ENGENHARIAS I                                     ","B4"
"1988-3226","MATERIALES DE CONSTRUCCION","ENGENHARIAS I                                     ","A3"
"0465-2746","MATERIALES DE CONSTRUCCIÓN (MADRID)","ENGENHARIAS I                                     ","A3"
"0264-1275","MATERIALS & DESIGN","ENGENHARIAS I                                     ","A1"
"1359-5997","MATERIALS AND STRUCTURES","ENGENHARIAS I                                     ","A1"
"1871-6873","MATERIALS AND STRUCTURES (ONLINE)","ENGENHARIAS I                                     ","A1"
"1996-1944","MATERIALS (BASEL)","ENGENHARIAS I                                     ","A3"
"1044-5803","MATERIALS CHARACTERIZATION","ENGENHARIAS I                                     ","A1"
"0254-0584","MATERIALS CHEMISTRY AND PHYSICS","ENGENHARIAS I                                     ","A2"
"0167-577X","MATERIALS LETTERS (GENERAL ED.)","ENGENHARIAS I                                     ","A1"
"0094-1492","MATERIALS PERFORMANCE","ENGENHARIAS I                                     ","B3"
"1980-5373","MATERIALS RESEARCH","ENGENHARIAS I                                     ","A2"
"0025-5408","MATERIALS RESEARCH BULLETIN","ENGENHARIAS I                                     ","A1"
"2053-1591","MATERIALS RESEARCH EXPRESS","ENGENHARIAS I                                     ","A4"
"1516-1439","MATERIALS RESEARCH (SÃO CARLOS. IMPRESSO)","ENGENHARIAS I                                     ","A2"
"0137-1339","MATERIALS SCIENCE","ENGENHARIAS I                                     ","A4"
"0921-5093","MATERIALS SCIENCE & ENGINEERING. A, STRUCTURAL MATERIALS: PROPERTIES, MICROSTRUCTURE AND PROCESSING","ENGENHARIAS I                                     ","A1"
"0921-5107","MATERIALS SCIENCE & ENGINEERING. B, SOLID-STATE MATERIALS FOR ADVANCED TECHNOLOGY","ENGENHARIAS I                                     ","A1"
"0928-4931","MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT)","ENGENHARIAS I                                     ","A1"
"1662-9752","MATERIALS SCIENCE FORUM (ONLINE)","ENGENHARIAS I                                     ","B3"
"2083-134X","MATERIALS SCIENCE-POLAND","ENGENHARIAS I                                     ","B2"
"2153-117X","MATERIALS SCIENCES AND APPLICATIONS (PRINT)","ENGENHARIAS I                                     ","C"
"2352-4928","MATERIALS TODAY COMMUNICATIONS","ENGENHARIAS I                                     ","A4"
"1345-9678","MATERIALS TRANSACTIONS","ENGENHARIAS I                                     ","A4"
"1563-5147","MATHEMATICAL PROBLEMS IN ENGINEERING (ONLINE)","ENGENHARIAS I                                     ","A2"
"1024-123X","MATHEMATICAL PROBLEMS IN ENGINEERING (PRINT)","ENGENHARIAS I                                     ","A2"
"2227-7390","MATHEMATICS","ENGENHARIAS I                                     ","B1"
"0378-4754","MATHEMATICS AND COMPUTERS IN SIMULATION (PRINT)","ENGENHARIAS I                                     ","A4"
"0263-2241","MEASUREMENT (LONDON. PRINT)","ENGENHARIAS I                                     ","A1"
"0957-0233","MEASUREMENT SCIENCE & TECHNOLOGY (PRINT)","ENGENHARIAS I                                     ","A2"
"1572-9648","MECCANICA (DORDRECHT. ONLINE)","ENGENHARIAS I                                     ","A2"
"0025-6455","MECCANICA (MILANO. PRINT)","ENGENHARIAS I                                     ","A2"
"0888-3270","MECHANICAL SYSTEMS AND SIGNAL PROCESSING","ENGENHARIAS I                                     ","A1"
"1539-7734","MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES","ENGENHARIAS I                                     ","A1"
"0191-5665","MECHANICS OF COMPOSITE MATERIALS","ENGENHARIAS I                                     ","A3"
"0167-6636","MECHANICS OF MATERIALS (PRINT)","ENGENHARIAS I                                     ","A1"
"1385-2000","MECHANICS OF TIME-DEPENDANT MATERIALS","ENGENHARIAS I                                     ","A2"
"0093-6413","MECHANICS RESEARCH COMMUNICATIONS","ENGENHARIAS I                                     ","A2"
"0094-114X","MECHANISM AND MACHINE THEORY","ENGENHARIAS I                                     ","A1"
"1350-4533","MEDICAL ENGINEERING & PHYSICS","ENGENHARIAS I                                     ","A3"
"2675-3065","MEIO AMBIENTE (BRASIL)","ENGENHARIAS I                                     ","C"
"2077-0375","MEMBRANES","ENGENHARIAS I                                     ","A2"
"1812-9528","MEMORIAS DEL INSTITUTO DE INVESTIGACIONES EN CIENCIAS DE LA SALUD","ENGENHARIAS I                                     ","B3"
"1678-8060","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (ONLINE)","ENGENHARIAS I                                     ","A4"
"1984-2201","MERCATOR (FORTALEZA. ONLINE)","ENGENHARIAS I                                     ","A1"
"1073-5623","METALLURGICAL AND MATERIALS TRANSACTIONS. A, PHYSICAL METALLURGY AND MATERIALS SCIENCE","ENGENHARIAS I                                     ","A1"
"1073-5615","METALLURGICAL AND MATERIALS TRANSACTIONS. B, PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE","ENGENHARIAS I                                     ","A2"
"2075-4701","METALS - OPEN ACCESS METALLURGY JOURNAL","ENGENHARIAS I                                     ","A2"
"0177-7971","METEOROLOGY AND ATMOSPHERIC PHYSICS (PRINT)","ENGENHARIAS I                                     ","A4"
"2215-0161","METHODSX","ENGENHARIAS I                                     ","B2"
"2674-9009","METODOLOGIAS E APRENDIZADO","ENGENHARIAS I                                     ","A3"
"1435-926X","METRIKA (ONLINE)","ENGENHARIAS I                                     ","B1"
"2448-6590","MEXICAN JOURNAL OF BIOTECHNOLOGY","ENGENHARIAS I                                     ","B4"
"1432-184X","MICROBIAL ECOLOGY (ONLINE)","ENGENHARIAS I                                     ","A1"
"0882-4010","MICROBIAL PATHOGENESIS","ENGENHARIAS I                                     ","A3"
"2576-098X","MICROBIOLOGY RESOURCE ANNOUNCEMENTS","ENGENHARIAS I                                     ","B3"
"2045-8827","MICROBIOLOGYOPEN","ENGENHARIAS I                                     ","A3"
"2049-2618","MICROBIOME","ENGENHARIAS I                                     ","A1"
"0026-265X","MICROCHEMICAL JOURNAL (PRINT)","ENGENHARIAS I                                     ","A2"
"1613-4990","MICROFLUIDICS AND NANOFLUIDICS (INTERNET)","ENGENHARIAS I                                     ","A2"
"0968-4328","MICRON (OXFORD. 1993)","ENGENHARIAS I                                     ","A3"
"2076-2607","MICROORGANISMS","ENGENHARIAS I                                     ","A3"
"1387-1811","MICROPOROUS AND MESOPOROUS MATERIALS (PRINT)","ENGENHARIAS I                                     ","A1"
"1431-9276","MICROSCOPY AND MICROANALYSIS (PRINT)","ENGENHARIAS I                                     ","A2"
"0946-7076","MICROSYSTEM TECHNOLOGIES","ENGENHARIAS I                                     ","A4"
"1025-9112","MINE WATER AND THE ENVIRONMENT (PRINT)","ENGENHARIAS I                                     ","A2"
"0882-7508","MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW","ENGENHARIAS I                                     ","A1"
"0892-6875","MINERALS ENGINEERING","ENGENHARIAS I                                     ","A1"
"1381-2386","MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE","ENGENHARIAS I                                     ","A2"
